dataset,mixture_1,mixture_2,experimental_values,a,b,num_compound_a,num_compound_b,diff_mixture_size,overlap_percent,angle_dist
Ravia,5,15,0.6607,1068;6590;1031;176;180;3776;7363;7150;14286;8025;6561;443158;22386;1032;6569;84682;8063;6276;8857;7895;261;5284503;5318042;8103;10890;24915;31266;10430,1031;7363;14286;19310;12020;263;1032;6569;8063;6276;7895;7284;3314;10430,28,14,14,27.27272727,0.034236139
Ravia,6,16,0.5179,7799;6590;31244;176;7150;8025;7793;443158;11552;1032;8063;7284;5284503;5318042;638011;24915;10430,31244;7150;8025;11552;22386;6584;6569;6276;10448;7895;7284;261;5284503;638011;637776;8842;10430,17,17,0,30.76923077,0.040049693
Ravia,7,17,0.4286,31244;176;180;3776;7363;7150;14286;19310;443158;11552;22386;62336;263;9609;8063;7895;5284503;5318042;638011;637776;10430,7799;1068;6590;1031;7150;61138;8025;19310;6561;7793;11552;12020;263;6276;10448;7895;261;5284503;5318042;638011;637776;8842;10430,21,23,2,29.41176471,0.046533964
Ravia,8,18,0.4821,6590;31244;180;3776;7363;14286;61138;6561;443158;11552;12020;62336;263;84682;8063;6276;10448;7895;11173;261;5284503;5318042;638011;10890;8842,6590;31244;176;180;7363;7150;61138;8025;19310;6561;443158;11552;12020;62336;263;9609;1032;6276;10448;7895;7284;8103;638011;637776;24915;3314,25,26,1,41.66666667,0.027453628
Ravia,9,19,0.375,7799;7363;61138;8025;443158;264;12020;527;263;1032;84682;10448;7895;7284;11173;8103;637566;638011;24915;31266,7799;6590;31244;1031;180;3776;7363;61138;8025;19310;6561;443158;264;22386;62336;527;263;6584;6569;10448;8857;7284;11173;261;5318042;8103;638011;637776;31266;3314,20,30,10,38.88888889,0.015691186
Ravia,10,20,0.75,7799;1068;6590;31244;7150;61138;7793;443158;22386;5284503;637566;10890;8842,7799;1068;6590;31244;176;180;3776;7150;14286;61138;19310;6561;443158;11552;527;9609;1032;6569;10448;8857;7895;7284;11173;261;637566;637776;10890;31266;3314;8842,13,30,17,30.3030303,0.044143031
Ravia,21,31,0.5893,1068;1031;176;180;7363;61138;19310;443158;22386;62336;9609;6584;1032;6569;84682;8063;6276;5284503;8103;637566;638011;31266;3314;10430,6590;31244;1031;180;7363;61138;264;22386;527;263;10448;7284;5318042;8103;637776;10890;31266;3314,24,18,6,23.52941176,0.024155756
Ravia,22,32,0.9107,31244;176;3776;6561;264;9609;6584;84682;6276;11173;261;8103;637566;637776;24915;8842,7799;180;3776;7363;61138;8025;19310;6561;7793;264;12020;22386;527;263;6584;8063;8857;7895;7284;5284503;8103;638011;10890;24915;31266;3314;8842,16,27,11,19.44444444,0.016952966
Ravia,23,33,0.4821,6590;31244;3776;7150;61138;19310;7793;22386;62336;527;9609;6584;1032;8857;7895;5284503;8103;637566;8842,1068;6590;1031;3776;7150;14286;19310;12020;8063;6276;8857;7284;5318042;8103;637566;638011;10890;3314;8842,19,19,0,26.66666667,0.019334888
Ravia,24,34,0.7321,6590;180;6561;22386;527;263;6569;10448;8857;637776,6590;7150;14286;61138;7793;443158;11552;22386;263;9609;84682;8063;8857;31266,10,14,4,20,0.059507962
Ravia,25,35,0.4643,7799;176;7363;19310;6561;264;12020;62336;84682;8857;7895;7284;5318042;638011;24915;31266,7799;1068;6590;31244;176;180;7150;61138;8025;6561;443158;22386;62336;527;9609;1032;6569;84682;6276;10448;8857;7895;11173;5284503;5318042;8103;637566;638011;637776;10890,16,30,14,24.32432432,0.026701926
Ravia,26,36,0.7143,6590;31244;7363;61138;19310;6561;264;1032;6569;84682;10448;261;5284503;5318042,180;7363;1032;5284503;8103;637776;10890;24915;3314;10430,14,10,4,14.28571429,0.121350346
Ravia,27,37,0.5,6590;31244;176;180;61138;8025;19310;7793;443158;12020;527;263;1032;6569;84682;8063;7895;11173;261;5284503;5318042;637566;638011;637776;10890;31266;3314;8842;10430,31244;3776;61138;19310;7793;12020;263;9609;6569;84682;8857;7284;5318042,29,13,16,27.27272727,0.066619336
Ravia,28,38,0.6071,1031;176;7363;7150;8025;6561;7793;11552;527;6584;1032;10448;7895;7284;11173;5284503;637566;638011;10890;8842,7799;1068;6590;1031;176;61138;19310;7793;443158;11552;22386;9609;8063;6276;10448;8857;7895;11173;261;5284503;5318042;8103;637566;637776;24915;3314,20,26,6,24.32432432,0.020374317
Ravia,29,39,0.5893,6590;31244;3776;7150;6561;7793;443158;264;12020;527;263;9609;8063;6276;8857;7895;7284;261;5318042;8103;638011;24915;31266;3314;10430,31244;1031;176;3776;443158;11552;22386;527;6584;6569;84682;8063;6276;8857;261;5284503;5318042;8103;638011;637776;31266,25,21,4,35.29411765,0.024655211
Ravia,30,40,0.9107,7799;1031;176;3776;7793;22386;9609;8063;7895;11173;5318042;638011;31266;10430,7799;1031;176;180;14286;8025;6561;7793;264;11552;12020;22386;263;6584;84682;8063;5284503;5318042;8103;3314;10430,14,21,7,29.62962963,0.034860765
Ravia,41,51,0.3542,7799;31244;7150;14286;8025;19310;7793;443158;11552;12020;22386;62336;527;84682;8063;6276;10448;7284;5284503;5318042;8103;637566;638011;24915;31266;10430,7799;6590;31244;3776;7363;7150;14286;61138;8025;19310;6561;7793;12020;22386;62336;527;263;6584;8063;10448;8857;11173;637566;638011;637776;24915;31266;10430,26,28,2,50,0.016396628
Ravia,42,52,0.5,7799;1068;31244;1031;176;7150;61138;7793;443158;11552;22386;527;263;6584;1032;84682;8063;6276;7284;11173;5318042;8103;637566;638011;637776;3314;8842;10430,1031;7363;7150;8025;527;84682;5318042;637566;638011;3314;10430,28,11,17,30,0.025660232
Ravia,43,53,0.3958,7799;1068;6590;1031;180;3776;7363;7150;14286;61138;8025;19310;6561;7793;443158;11552;12020;22386;62336;6584;6569;10448;7895;7284;11173;638011;637776;10890;8842;10430,7799;6590;31244;1031;7150;61138;19310;6561;7793;443158;11552;527;263;6584;1032;84682;10448;7284;5284503;637566;638011;637776;10890;24915;31266;3314;8842;10430,30,28,2,45,0.029154396
Ravia,44,54,0.3958,7799;1068;6590;31244;180;7150;8025;19310;6561;443158;264;12020;527;263;8063;6276;10448;8857;11173;261;5284503;5318042;637566;638011;637776;10890;24915;10430,180;7363;7150;14286;61138;8025;19310;443158;264;11552;12020;22386;62336;527;9609;6569;84682;8063;6276;10448;7895;11173;261;5318042;8103;637566;638011;10890;24915;10430,28,30,2,48.71794872,0.013547349
Ravia,45,55,0.3542,7799;1068;31244;1031;176;180;7363;14286;61138;8025;19310;7793;443158;264;11552;12020;527;263;1032;8063;8857;7284;11173;8103;637566;638011;24915;3314;10430,6590;31244;180;3776;7363;14286;19310;6561;264;9609;6569;6276;8857;7284;5318042;637566;638011;24915;31266;8842;10430,29,21,8,31.57894737,0.00908165
Ravia,46,56,0.5208,1031;7363;7150;8025;527;84682;5318042;637566;638011;3314;10430,7799;1068;31244;1031;176;7150;61138;7793;443158;11552;22386;527;263;6584;1032;84682;8063;6276;7284;11173;5318042;8103;637566;638011;637776;3314;8842;10430,11,28,17,30,0.025660232
Ravia,47,57,0.5,6590;31244;176;180;7150;14286;6561;7793;443158;22386;62336;527;9609;6584;6569;8063;6276;7895;11173;5284503;5318042;637566;637776;31266;10430,1068;7150;14286;6561;7793;11552;22386;263;6569;8063;6276;8857;7284;261;5318042;8103;637566;637776;10430,25,19,6,37.5,0.029913085
Ravia,48,58,0.3542,7363;14286;8025;6561;264;22386;62336;6569;84682;8063;11173;261;8103;637776;10890;24915;31266;3314;10430,6590;7363;14286;61138;8025;264;12020;22386;263;9609;1032;8063;11173;10890;31266;10430,19,16,3,40,0.066348617
Ravia,49,59,0.3125,6561;264;9609;1032;84682;10448;11173;637566;638011;637776;10890,6590;176;6561;264;62336;10448;8857;7284;11173;261;5318042;8103;638011;10890,11,14,3,31.57894737,0.021274862
Ravia,50,60,0.3958,7799;6590;1031;176;180;7150;61138;6561;7793;264;12020;22386;62336;9609;6584;1032;84682;10448;7895;7284;11173;5318042;8103;10890;31266;10430,1068;31244;176;180;3776;7363;7150;61138;8025;7793;264;11552;22386;527;9609;6584;6569;84682;8063;6276;10448;7284;11173;261;10890;24915;10430,26,27,1,39.47368421,0.014326307
Ravia,61,71,0.6667,7799;1068;31244;176;180;3776;7363;14286;19310;264;11552;12020;22386;527;263;9609;84682;8063;6276;10448;7284;11173;5318042;8103;638011;637776;10890;31266;8842,1031;3776;7150;22386;6584;8063;6276;8857;261;8103;31266,29,11,18,17.64705882,0.033830453
Ravia,62,72,0.5417,7799;1068;6590;31244;176;7363;61138;6561;443158;12020;62336;527;6584;10448;8857;7895;11173;261;5284503;8103;31266;3314,7799;1068;31244;1031;7793;264;62336;9609;6584;1032;6276;8857;7895;7284;11173;261;5284503;24915;3314;8842,22,20,2,35.48387097,0.021368279
Ravia,63,73,0.6042,1068;31244;176;3776;7150;61138;8025;6561;62336;527;263;9609;6569;8063;5318042;3314;8842,31244;1031;176;180;3776;7363;19310;6561;443158;264;11552;12020;62336;9609;1032;6569;84682;8063;6276;7895;7284;11173;261;5284503;5318042;637566;638011;10890;31266,17,29,12,24.32432432,0.038340881
Ravia,64,74,0.4583,7799;1068;6590;31244;1031;176;180;3776;7363;14286;61138;8025;443158;12020;62336;527;263;9609;6584;84682;6276;10448;7284;11173;5318042;8103;637566;24915;31266;3314,6590;176;6561;443158;264;11552;12020;62336;6569;84682;10448;8857;261;5318042;637566;638011;637776;10890,30,18,12,23.07692308,0.02153418
Ravia,65,75,0.6458,1031;176;3776;14286;19310;6561;7793;12020;263;6276;7284;8103;10890,1068;31244;61138;527;9609;6569;10448;7895;261;5318042;8103;638011;8842;10430,13,14,1,3.846153846,0.021671986
Ravia,66,76,0.7292,7799;1068;1031;180;3776;7363;8025;19310;6561;264;12020;62336;6584;1032;6276;10448;261;5318042;10890;31266;8842;10430,6590;3776;7150;8025;263;9609;8857;261;637776;24915,22,10,12,10.34482759,0.055960055
Ravia,67,77,0.6458,1068;3776;7363;61138;443158;527;1032;84682;7284;637776;3314,1068;31244;7150;14286;8025;7793;264;22386;261;5318042;31266,11,11,0,4.761904762,0.040546797
Ravia,68,78,0.6667,7799;1068;6590;1031;176;180;7363;7150;14286;61138;6561;12020;9609;6584;84682;6276;10448;8857;7284;11173;261;5284503;8103;637566;637776;10890;3314;8842;10430,180;7363;7793;11552;12020;22386;263;84682;6276;7895;7284;261;5284503;5318042;8103;638011;637776;24915;3314,29,19,10,29.72972973,0.020564224
Ravia,69,79,0.6042,61138;264;11552;9609;8063;6276;10448;11173;5284503;8103,1068;1031;61138;7793;10448;7284;637566;637776;31266;3314;8842,10,11,1,10.52631579,0.128813993
Ravia,70,80,0.7708,1068;8025;6561;264;22386;263;9609;6584;6569;261;5318042;10890;3314,1068;6590;61138;6561;7793;22386;8857;11173;261;638011;637776,13,11,2,20,0.057903912
Ravia,81,91,0.4375,6590;176;7363;14286;443158;11552;12020;22386;10448;7284;11173;5284503;5318042;637566;638011;637776;10890;31266;3314,1031;176;7363;14286;8025;7793;443158;527;263;6584;6276;10448;8857;7895;11173;5318042;637566;638011;10890;31266,19,20,1,39.28571429,0.0340393
Ravia,82,92,0.3594,1068;31244;180;7363;7150;8025;7793;443158;264;527;9609;6584;1032;84682;6276;10448;8857;7284;11173;5284503;8103;637566;638011;637776;3314;10430,1031;180;7363;7150;8025;6561;443158;264;11552;12020;527;263;6584;6569;6276;10448;7284;5284503;637566;638011;31266;8842;10430,26,23,3,44.11764706,0.028846214
Ravia,83,93,0.4688,6590;176;7150;8025;19310;443158;264;6569;11173;261;8103;637566,1068;3776;7150;61138;19310;443158;264;12020;22386;62336;7284;5284503;8103;637566;24915;31266,12,16,4,27.27272727,0.054057254
Ravia,84,94,0.4688,180;3776;7363;7150;61138;8025;7793;11552;12020;22386;62336;527;6584;84682;8063;6276;10448;638011;637776;10890;24915;31266;8842;10430,6590;3776;7363;7150;61138;8025;7793;443158;12020;22386;263;6569;84682;6276;10448;8857;7895;11173;261;5284503;8103;638011;10890;24915;31266;3314;8842;10430,24,28,4,48.57142857,0.02213615
Ravia,85,95,0.6719,31244;180;8025;6561;11552;527;263;6584;84682;6276;8857;11173;261;10890;24915;3314;10430,6590;180;3776;443158;22386;263;9609;1032;84682;7284;11173;10890;3314;10430,17,14,3,29.16666667,0.03504958
Ravia,86,96,0.4062,1068;6590;31244;1031;3776;7363;7150;8025;19310;6561;443158;264;11552;12020;62336;527;9609;6584;1032;10448;8857;11173;261;8103;638011;10890;31266;3314;10430,1068;6590;31244;180;3776;7363;7150;61138;8025;19310;264;11552;22386;527;1032;6569;8063;6276;10448;8857;261;5284503;5318042;8103;638011;10890;24915;31266;3314;10430,29,30,1,55.26315789,0.011415644
Ravia,87,97,0.3906,1068;6590;31244;176;3776;7150;8025;19310;7793;443158;264;12020;22386;1032;6569;84682;8063;6276;10448;8857;11173;5318042;8103;637566;638011;637776;3314;8842;10430,6590;31244;1031;7150;19310;6561;7793;264;12020;62336;263;9609;84682;8063;6276;10448;8857;11173;261;5284503;5318042;637566;638011;24915;8842;10430,29,26,3,48.64864865,0.015286243
Ravia,88,98,0.4219,1068;3776;7363;61138;8025;19310;22386;62336;84682;8063;6276;10448;7284,6590;180;3776;7363;8025;19310;12020;22386;263;1032;6569;10448;7284;637776;31266,13,15,2,33.33333333,0.020523021
Ravia,89,99,0.4219,1031;180;7363;7150;8025;6561;443158;264;11552;12020;527;263;6584;6569;6276;10448;7284;5284503;637566;638011;31266;8842;10430,1068;31244;180;7363;7150;8025;7793;443158;264;527;9609;6584;1032;84682;6276;10448;8857;7284;11173;5284503;8103;637566;638011;637776;3314;10430,23,26,3,44.11764706,0.028846214
Ravia,90,100,0.4688,1068;1031;61138;19310;11552;12020;8063;6276;10448;8857;7895;638011;24915,1031;61138;8025;19310;6561;7793;11552;22386;527;9609;1032;10448;7284;11173;261;5284503;8103;638011,13,18,5,24,0.046611894
Bushdid,1,2,0.576923,22311;5281515;8030;3314;31272;798;6184;8892;8025;6054;8148;997;1060;22873;10890;61138;2879;10430;8048;6561;22386;11509;8797;16666;7749;8842;7799;7762,12232;7731;14100;7966;7848;18827;6549;1068;2758;7710;326;1146;637511;10976;12741;8118;6501;10821;8103;7344;8051;12473;460;7583;11002;12367;6590;7991,28,28,0,0,0.016214654
Bushdid,3,4,0.692308,3314;62433;5281515;7749;6561;12178;1068;7165;11552;12348,3314;62433;5281515;7749;6561;12178;8048;7710;22386;18827,10,10,0,42.85714286,0.014651944
Bushdid,5,6,0.269231,8797;2879;14100;6501;6549;22873;454;8048;8130;1068,8797;2879;14100;6501;6549;22873;454;8048;8130;180,10,10,0,81.81818182,0.005899834
Bushdid,7,8,0.538462,8148;6544;8030;6982;7519;62433;24915;61138;7632;12473,19789253;14100;22386;326;6654;5281168;8103;8091;31276;240,10,10,0,0,0.037777832
Bushdid,9,10,0.576923,4133;7059;6501;1031;12180;11124;6448;180;14286;6544;62465;637511;8051;14100;8892;2879;12232;31249;8103;31272;7363;10890;7991;6982;240;8048;22873;16666;6549;7762,4133;7059;6501;1031;12180;11124;6448;180;14286;6544;62465;637511;8051;14100;8892;2879;12232;31249;8103;31272;5283349;1146;2969;7714;6989;798;31244;454;8635;8091,30,30,0,50,0.016778419
Bushdid,11,12,0.307692,7749;6654;176;31276;1140;5373603;180;22873;7685;4133;14100;1068;7600;12741;10821;31244;31265;1060;78605;8842;7632;460;6501;18827;12178;14896;31249;62336;7848,7749;6654;176;31276;1140;5373603;180;22873;7685;4133;14100;1068;7600;12741;10821;31244;31265;1060;78605;8842;7632;460;6501;18827;12178;14896;31249;62336;8118,29,29,0,93.33333333,0.00173886
Bushdid,13,14,0.5,5281168;12348;6501;10430;7519;261;62465;7363;8918;15380;8030;7410;8051;11124;14100;8186;6544;8118;18827,5281168;12348;6501;10430;7519;261;62465;7363;8918;15380;8030;7410;8051;11124;7714;8148;31249;31276;8635,19,19,0,58.33333333,0.010681804
Bushdid,15,16,0.769231,637566;6544;8842;3314;31244;8103;12020;11552;25137858;8048;19789253;2969;240;8025;7583;31265;1060;12367;176;12348;12178;177;7410;8091;31272;180;798;10821,637566;6544;8842;3314;31244;8103;12020;11552;25137858;8048;19789253;2969;240;8025;7583;31265;1060;12367;637511;8130;6989;3776;7150;7710;6654;1068;5281515;2879,28,28,0,47.36842105,0.02716667
Bushdid,17,18,0.346154,5281515;15380;12367;3776;7632;2758;8797;7731;8091;1140;8130;8118;8635;10430;7991;12741;5373603;7165;176;240;798;6654;7410;11124;6448;8048;11509;22386;997;62336,5281515;15380;12367;3776;7632;2758;8797;7731;8091;1140;8130;8118;8635;10430;7991;12741;5373603;7165;176;240;798;6654;7410;11124;6448;8048;11509;22386;997;637511,30,30,0,93.5483871,0.00274795
Bushdid,19,20,0.538462,4133;31265;2969;12020;78605;7410;7731;6561;5281515;1031;7363;7991;12367;7714;2758;8030;61138;31272;62444;22873,4133;31265;2969;12020;78605;11509;8025;8048;22386;7799;6544;6736;8918;8103;22311;8051;180;12473;31249;6501,20,20,0,14.28571429,0.023063237
Bushdid,21,22,0.5,12473;7632;2758;7799;1060;7583;2879;31249;7519;8118,12473;7632;2758;7799;1060;7583;2879;31249;7519;6736,10,10,0,81.81818182,0.021127417
Bushdid,23,24,0.653846,8091;5281515;14896;61138;326;1031;6590;8892;25137858;7590,8091;5281515;14896;61138;326;1031;7363;7966;22386;16666,10,10,0,42.85714286,0.019035071
Bushdid,25,26,0.769231,11002;7344;6054;12348;7460;19789253;1146;10560;8635;25137858,8918;11509;22386;31276;176;11124;10722;12178;22311;6561,10,10,0,0,0.036359174
Bushdid,27,28,0.807692,8130;12741;22311;7710;11509;11552;2758;7519;180;11002;25137858;31249;7848;7966;19789253;1060;7600;7363;22386;19310,8130;12741;22311;7710;11509;1140;5283349;7460;454;8842;6654;10722;10430;798;6054;16666;12178;7685;6736,20,19,1,14.70588235,0.049274251
Bushdid,29,30,0.730769,12348;798;8842;7848;7749;8918;2969;1060;19310;7632;61138;10560;326;62433;8091;454;1140;3314;11002;22311,22201;10890;62444;12473;6736;8635;8118;10976;6501;1146;12020;15380;12180;7519;7731;31249;31276;78605;11509,20,19,1,0,0.036546671
Bushdid,31,32,0.615385,5634;997;10560;31265;1068;22311;326;6590;31249;11124;7363;8892;2879;176;61016;1031;5283349;6654;62465;22386,5634;997;10560;31265;1068;8118;4133;6989;8842;62444;10821;7583;8130;8148;31276;12367;637566;14100;261;7799,20,20,0,14.28571429,0.033628185
Bushdid,33,34,0.423077,637566;8091;637511;10890;18827;10722;10560;25137858;6590;8103;7848;1146;10882;11552;62465;22386;8030;7150;12180;7710,637566;8091;637511;10890;18827;10722;10560;25137858;6590;8103;7848;1146;10882;11552;62465;264;31272;8186;31265;62336,20,20,0,60,0.017479525
Bushdid,35,36,0.576923,8048;5281168;14100;6448;1031;22311;7762;7150;31249;8892;62433;7714;2879;2969;7410;7731;10821;14286;10976;12473;7848;25137858;62465;8635;61138;5281515;6561;8030;11509;22386,8048;5281168;14100;6448;1031;22311;7762;7150;31249;8892;16666;7799;7590;5283349;7583;31272;4133;460;61016;176;12741;1060;12180;62444;22201;7600;10882;6654;261,30,29,1,20.40816327,0.014880437
Bushdid,37,38,0.576923,0;31244;12348;62465;25137858;31276;7059;8148;6982;66328;7991;8635;7583;8025;11002;19310;7344;2879;8091;1068;12020;7685;7966;62433;7799;7363;7519;22201;7600,0;31244;12348;62465;25137858;31276;7059;8148;6982;66328;7991;8635;7583;8025;11002;19310;7344;2879;8091;454;4133;15380;8797;1060;637511;6654;6590;10430;177,29,29,0,48.71794872,0.014242623
Bushdid,39,40,0.615385,8186;326;66328;22201;22873;6184;12178;7710;177;8797;62433;61016;8842;7059;1060;10882;10560;7848;31244;637511;7410;7632;78605;6561;6590;11124;11002;15380;31249;31272,8186;326;66328;22201;22873;6184;12178;7710;177;8797;62433;61016;8842;7059;1060;10882;10560;7848;31244;637511;240;798;7749;3314;7731;31265;2969;10890;6736;7583,30,30,0,50,0.025274921
Bushdid,41,42,0.538462,7059;7714;10722;7710;12473;11552;7749;8091;6501,7059;7714;10722;7710;12473;78605;3314;22386;66328,9,9,0,38.46153846,0.02407393
Bushdid,43,44,0.5,7344;2879;997;31244;10722;7519;6054;326;24915;6654;180;8130;7583;10821;10882;6736;5283349;7762;12367;11509,7344;2879;997;31244;10722;1060;6549;12348;7150;7600;7848;8918;1068;8048;8635;14896;6184;78605;6501,20,19,1,14.70588235,0.013697138
Bushdid,45,46,0.576923,4133;7799;6590;8148;7714;10976;14896;3314;66328;6736,4133;7799;6590;8148;7714;10976;180;11124;22386;8918,10,10,0,42.85714286,0.070203514
Bushdid,47,48,0.807692,8130;7966;7731;8103;3776;62336;8025;10976;12232;19789253;31265;12020;326;7600;454;7685;22873;11124;7460;176;66328;12178;7749;7991;22201;31276;7150;8918;6654,8130;7966;7731;8103;3776;62336;8025;10976;12232;19789253;31265;12020;326;7600;454;7685;22873;11124;7460;78605;5283349;5373603;6590;8030;6054;1031;637511;7848;7583,29,29,0,48.71794872,0.026222985
Bushdid,49,50,0.269231,10821;7632;7731;7714;7799;11552;6989;12348;7685;7150;12178;31249;22386;10890;7583;22311;3776;454;7848,10821;7632;7731;7714;7799;11552;6989;12348;7685;7150;12178;31249;22386;10890;2879;7059;6561;8051;8091,19,19,0,58.33333333,0.011714267
Bushdid,51,52,0.307692,8030;261;8635;12020;6184;3314;14100;8842;10890,8030;261;12741;1146;22386;7344;5634;62336;78605,9,9,0,12.5,0.015467438
Bushdid,53,54,0.653846,62444;62336;7848;8051;5281515;454;7600;3776;12367;261;7714;6549;19310;62465;4133;8635;1146;8797;6561;637511;7165;31249;7799;7583;8030;6736;62433;61138;997;6654,1140;7685;15380;5283349;176;177;8091;8918;61016;5373603;22311;14896;7590;7749;6544;19789253;637566;22873;8842;12180;12020;10976;6989;10882;12473;25137858;7762;11124,30,28,2,0,0.026678509
Bushdid,55,56,0.615385,176;5634;8048;10722;8635;8030;7059;7710;1060;2758;61138;1068;7731;12473;1031;62433;6654;8186;8103;31265,176;5634;8048;10722;8635;8030;7059;7710;1060;2758;8148;7150;10821;7165;6561;7799;460;326;7410;8130,20,20,0,33.33333333,0.01834334
Bushdid,57,58,0.653846,61016;31244;11509;78605;5283349;176;8048;8892;6561,61016;31244;11509;8025;62336;22386;14896;7632;637511;7460,9,10,1,18.75,0.051807223
Bushdid,59,60,0.538462,8091;7710;6561;454;3314;19789253;12232;2969;10722;5283349;6654;6184;12020;62465;7583;7685;3776;7714;997;61016,8091;7710;6561;454;3314;19789253;12232;2969;10722;5283349;6654;6184;12020;62465;7583;7685;3776;7714;997;8030,20,20,0,90.47619048,0.007791552
Bushdid,61,62,0.576923,22386;637566;62336;637511;14896;6184;7590;2879;18827;6736;6561;7600;11552;8030;5373603;1068;14286;8892;12348,22386;637566;62336;637511;14896;6184;7590;2879;18827;6736;6561;7600;11552;8030;5373603;1068;14286;8892;5283349,19,19,0,90,0.005746943
Bushdid,63,64,0.5,8186;8051;5634;7685;78605;10560;7363;7059;7749;12473;5283349;2879;31244;5281515;326;1031;7150;7344;8030,8186;8051;5634;7685;78605;10560;7363;7059;7749;12473;5283349;2879;31244;5281515;326;1031;7150;7344;11509,19,19,0,90,0.005566124
Bushdid,65,66,0.653846,62336;460;8103;6054;637511;7632;12367;7685;12020;14286;12178;264;24915;798;5634;7590;11552;6448;10882;6544;637566;1068;12180;240;10722;31249;8918,62336;460;8103;6054;637511;7632;12367;7685;31272;16666;7966;261;10821;66328;8025;6549;62444;326;176;8148;12348;180;1146;15380;31265;454;7583,27,27,0,17.39130435,0.024026285
Bushdid,67,68,0.346154,6549;22201;2879;997;1140;31249;11552;4133;22873,6549;22201;2879;997;1140;31249;11552;4133;7632,9,9,0,80,0.01867009
Bushdid,69,70,0.5,1060;10882;1140;11002;12020;3314;7632;2969;14100;7749;8918;6054;240;264;5281515;8103;7363;1146;1068;8186,1060;10882;1140;11002;12020;3314;7632;2969;14100;7749;8918;6054;240;264;5281515;24915;10890;31249;11509;62465,20,20,0,60,0.020907113
Bushdid,71,72,0.307692,10890;5373603;7519;31276;7731;4133;10821;8635;6654;6590,8148;31272;22386;7685;176;22201;7799;1140;2879;31249,10,10,0,0,0.067961186
Bushdid,73,74,0.692308,460;6448;7583;6501;7150;264;12348;7848;62336;16666,8186;7714;22386;326;8918;6549;7710;6184;5283349,10,9,1,0,0.076021822
Bushdid,75,76,0.423077,7600;22311;12473;177;7363;7991;6549;12180;16666;14100;8842;25137858;637511;5283349;7165;12020;8025;7714;8048;3314;15380;6736;1068;6544;8797;8186;6448,7600;22311;12473;177;7363;7991;6549;12180;16666;14100;8842;25137858;637511;5283349;7165;12020;8025;7714;8048;3314;15380;6736;1068;6544;8797;8186;997,27,27,0,92.85714286,0.007469839
Bushdid,77,78,0.538462,177;10976;5281168;12348;6184;66328;261;14100;2969;1031;14286;10430;460;7600;7848;8103;6982;10722;11552,177;10976;5281168;12348;6184;16666;1140;15380;8797;7363;7590;176;7519;2758;22311;19310;14896;12232;7460,19,19,0,15.15151515,0.050611168
Bushdid,79,80,0.346154,12020;6501;176;7344;12473;7583;31276;7363;5373603;7150;326;62444;637566;798;78605;11509;6590;7685;7165;10882,12020;6501;176;7344;12473;7583;31276;7363;5373603;7150;326;62444;637566;798;78605;1140;62465;8048;240;2969,20,20,0,60,0.010151384
Bushdid,81,82,0.692308,7519;637511;7799;16666;31272;8030;12232;176;22311;10560,7165;1140;22386;8091;6184;7059;7363;6989;5281515;997,10,10,0,0,0.054997952
Bushdid,83,84,0.384615,7710;12473;5373603;176;31276;4133;8025;12232;8051;3314;31265;7600;6561;7519;8635;180;5283349;6654;10890;22873;16666;10821;8918;6989;11552;1031;12348;2758;62444,7710;12473;5373603;176;31276;4133;8025;12232;8051;3314;6982;62433;25137858;261;10560;6549;10882;14286;7966;7714;8048;7150;7590;5634;12367;997;11124;7749;8148;6590,29,30,1,20.40816327,0.019733082
Bushdid,85,86,0.461538,10821;261;62444;7685;240;6736;62433;6054;8130;22873;1031;12348;4133;7150;637566;14286;62465;8892;7731;3776,19789253;7714;5281515;24915;460;6561;1140;78605;12741;12367;7710;10722;2879;798;22201;8842;1060;2758;7059;6501,20,20,0,0,0.051179661
Bushdid,87,88,0.730769,31244;6989;7632;4133;177;5634;6982;2879;7460;8842;637566;31272;10722;12180;22311;24915;7749;14100;11552;7410,1140;997;62433;3776;326;14286;8635;240;7519;12232;10976;7799;1031;62336;8892;176;62465,20,17,3,0,0.024248567
Bushdid,89,90,0.307692,0;7749;22201;637511;62433;78605;7059;8635;8148;2758;14896;31244;7519;7714;7991;22873;6544;7685;8048;18827;11509;7848;5373603;1068;7363;5281168;460;10560;22311;261,0;7749;22201;637511;62433;78605;7059;8635;8148;2758;14896;31244;7519;7714;7991;22873;6544;7685;8048;18827;11509;7848;5373603;1068;7363;5281168;460;10560;22311;6448,30,30,0,93.5483871,0.009236398
Bushdid,91,92,0.346154,7583;61016;2758;6544;2969;25137858;7632;14286;6989;12178;12232;1146;6501;11002;7410;7059;5281168;6054;5281515;8051,7583;61016;2758;6544;2969;25137858;7632;14286;6989;12178;12232;1146;6501;11002;7410;7059;5281168;6054;5281515;7519,20,20,0,90.47619048,0.00461966
Bushdid,93,94,0.538462,6448;8048;12473;22873;798;25137858;12741;8635;8797;8051;6054;3314;31265;5281515;7991;7848;5281168;66328;1140;8148,6448;8048;12473;22873;798;25137858;12741;8635;8797;8051;7685;637511;19789253;6982;7150;637566;14100;8186;6501;22201,20,20,0,33.33333333,0.027360079
